Instance_Name	=	69_3_10_6
TLots	=	3
TVendors	=	10
TMaxSublots	=	6
MaxSublots=
<Lot,Vendor>
<0,0,0,>	=	6
<0,0,1,>	=	6
<0,0,2,>	=	6
<0,0,3,>	=	6
<0,0,4,>	=	6
<0,0,5,>	=	6
<0,1,0,>	=	6
<0,1,1,>	=	6
<0,1,2,>	=	6
<0,1,3,>	=	6
<0,1,4,>	=	6
<0,1,5,>	=	6
<0,2,0,>	=	1
<0,3,0,>	=	4
<0,3,1,>	=	4
<0,3,2,>	=	4
<0,3,3,>	=	4
<0,4,0,>	=	3
<0,4,1,>	=	3
<0,4,2,>	=	3
<0,5,0,>	=	6
<0,5,1,>	=	6
<0,5,2,>	=	6
<0,5,3,>	=	6
<0,5,4,>	=	6
<0,5,5,>	=	6
<0,6,0,>	=	3
<0,6,1,>	=	3
<0,6,2,>	=	3
<0,7,0,>	=	2
<0,7,1,>	=	2
<0,8,0,>	=	3
<0,8,1,>	=	3
<0,8,2,>	=	3
<0,9,0,>	=	4
<0,9,1,>	=	4
<0,9,2,>	=	4
<0,9,3,>	=	4
<1,0,0,>	=	1
<1,1,0,>	=	1
<1,2,0,>	=	2
<1,2,1,>	=	2
<1,3,0,>	=	2
<1,3,1,>	=	2
<1,4,0,>	=	1
<1,5,0,>	=	4
<1,5,1,>	=	4
<1,5,2,>	=	4
<1,5,3,>	=	4
<1,6,0,>	=	1
<1,7,0,>	=	6
<1,7,1,>	=	6
<1,7,2,>	=	6
<1,7,3,>	=	6
<1,7,4,>	=	6
<1,7,5,>	=	6
<1,8,0,>	=	5
<1,8,1,>	=	5
<1,8,2,>	=	5
<1,8,3,>	=	5
<1,8,4,>	=	5
<1,9,0,>	=	1
<2,0,0,>	=	3
<2,0,1,>	=	3
<2,0,2,>	=	3
<2,1,0,>	=	1
<2,2,0,>	=	1
<2,3,0,>	=	4
<2,3,1,>	=	4
<2,3,2,>	=	4
<2,3,3,>	=	4
<2,4,0,>	=	2
<2,4,1,>	=	2
<2,5,0,>	=	6
<2,5,1,>	=	6
<2,5,2,>	=	6
<2,5,3,>	=	6
<2,5,4,>	=	6
<2,5,5,>	=	6
