Instance_Name	=	65_5_10_3
TLots	=	5
TVendors	=	10
TMaxSublots	=	3
MaxSublots=
<Lot,Vendor>
<0,0,0,>	=	2
<0,0,1,>	=	2
<0,1,0,>	=	1
<0,2,0,>	=	2
<0,2,1,>	=	2
<0,3,0,>	=	3
<0,3,1,>	=	3
<0,3,2,>	=	3
<0,4,0,>	=	3
<0,4,1,>	=	3
<0,4,2,>	=	3
<0,5,0,>	=	1
<0,6,0,>	=	3
<0,6,1,>	=	3
<0,6,2,>	=	3
<0,7,0,>	=	3
<0,7,1,>	=	3
<0,7,2,>	=	3
<0,8,0,>	=	2
<0,8,1,>	=	2
<0,9,0,>	=	1
<1,0,0,>	=	1
<1,1,0,>	=	2
<1,1,1,>	=	2
<1,2,0,>	=	3
<1,2,1,>	=	3
<1,2,2,>	=	3
<1,3,0,>	=	1
<1,4,0,>	=	3
<1,4,1,>	=	3
<1,4,2,>	=	3
<1,5,0,>	=	1
<1,6,0,>	=	3
<1,6,1,>	=	3
<1,6,2,>	=	3
<1,7,0,>	=	1
<1,8,0,>	=	2
<1,8,1,>	=	2
<1,9,0,>	=	1
<2,0,0,>	=	3
<2,0,1,>	=	3
<2,0,2,>	=	3
<2,1,0,>	=	1
<2,2,0,>	=	3
<2,2,1,>	=	3
<2,2,2,>	=	3
<2,3,0,>	=	1
<2,4,0,>	=	1
<2,5,0,>	=	1
<2,6,0,>	=	3
<2,6,1,>	=	3
<2,6,2,>	=	3
<2,7,0,>	=	3
<2,7,1,>	=	3
<2,7,2,>	=	3
<2,8,0,>	=	3
<2,8,1,>	=	3
<2,8,2,>	=	3
<2,9,0,>	=	2
<2,9,1,>	=	2
<3,0,0,>	=	3
<3,0,1,>	=	3
<3,0,2,>	=	3
<3,1,0,>	=	1
<3,2,0,>	=	1
<3,3,0,>	=	1
<3,4,0,>	=	1
<3,5,0,>	=	3
<3,5,1,>	=	3
<3,5,2,>	=	3
<3,6,0,>	=	1
<3,7,0,>	=	1
<3,8,0,>	=	1
<3,9,0,>	=	2
<3,9,1,>	=	2
<4,0,0,>	=	1
<4,1,0,>	=	3
<4,1,1,>	=	3
<4,1,2,>	=	3
<4,2,0,>	=	3
<4,2,1,>	=	3
<4,2,2,>	=	3
<4,3,0,>	=	1
<4,4,0,>	=	2
<4,4,1,>	=	2
<4,5,0,>	=	3
<4,5,1,>	=	3
<4,5,2,>	=	3
<4,6,0,>	=	1
<4,7,0,>	=	1
<4,8,0,>	=	3
<4,8,1,>	=	3
<4,8,2,>	=	3
<4,9,0,>	=	2
<4,9,1,>	=	2

processing_at_suppliers=
<Lot,Vendor>
<0,0,>	=	17
<0,1,>	=	14
<0,2,>	=	14
<0,3,>	=	13
<0,4,>	=	19
<0,5,>	=	6
<0,6,>	=	20
<0,7,>	=	5
<0,8,>	=	15
<0,9,>	=	8
<1,0,>	=	17
<1,1,>	=	11
<1,2,>	=	7
<1,3,>	=	18
<1,4,>	=	12
<1,5,>	=	14
<1,6,>	=	9
<1,7,>	=	10
<1,8,>	=	4
<1,9,>	=	1
<2,0,>	=	4
<2,1,>	=	20
<2,2,>	=	3
<2,3,>	=	15
<2,4,>	=	18
<2,5,>	=	9
<2,6,>	=	18
<2,7,>	=	20
<2,8,>	=	5
<2,9,>	=	2
<3,0,>	=	8
<3,1,>	=	12
<3,2,>	=	16
<3,3,>	=	13
<3,4,>	=	15
<3,5,>	=	2
<3,6,>	=	13
<3,7,>	=	15
<3,8,>	=	12
<3,9,>	=	20
<4,0,>	=	12
<4,1,>	=	19
<4,2,>	=	3
<4,3,>	=	5
<4,4,>	=	6
<4,5,>	=	6
<4,6,>	=	16
<4,7,>	=	7
<4,8,>	=	19
<4,9,>	=	3

processing_at_assembly=
<Lot>
<0>	=	12
<1>	=	10
<2>	=	9
<3>	=	17
<4>	=	6

MinMakespan=
<Lot,Vendor,SubLot>
<0,0,0,>	=	29
<0,0,1,>	=	25
<0,1,0,>	=	26
<0,2,0,>	=	26
<0,2,1,>	=	19
<0,3,0,>	=	25
<0,3,1,>	=	21
<0,3,2,>	=	19
<0,4,0,>	=	31
<0,4,1,>	=	25
<0,4,2,>	=	19
<0,5,0,>	=	18
<0,6,0,>	=	32
<0,6,1,>	=	28
<0,6,2,>	=	23
<0,7,0,>	=	17
<0,7,1,>	=	15
<0,7,2,>	=	14
<0,8,0,>	=	27
<0,8,1,>	=	21
<0,9,0,>	=	20
<1,0,0,>	=	27
<1,1,0,>	=	21
<1,1,1,>	=	16
<1,2,0,>	=	17
<1,2,1,>	=	14
<1,2,2,>	=	12
<1,3,0,>	=	28
<1,4,0,>	=	22
<1,4,1,>	=	18
<1,4,2,>	=	14
<1,5,0,>	=	24
<1,6,0,>	=	19
<1,6,1,>	=	17
<1,6,2,>	=	16
<1,7,0,>	=	20
<1,8,0,>	=	14
<1,8,1,>	=	12
<1,9,0,>	=	11
<2,0,0,>	=	13
<2,0,1,>	=	12
<2,0,2,>	=	11
<2,1,0,>	=	29
<2,2,0,>	=	12
<2,2,1,>	=	10
<2,2,2,>	=	10
<2,3,0,>	=	24
<2,4,0,>	=	27
<2,5,0,>	=	18
<2,6,0,>	=	27
<2,6,1,>	=	25
<2,6,2,>	=	20
<2,7,0,>	=	29
<2,7,1,>	=	25
<2,7,2,>	=	17
<2,8,0,>	=	14
<2,8,1,>	=	12
<2,8,2,>	=	11
<2,9,0,>	=	11
<2,9,1,>	=	10
<3,0,0,>	=	25
<3,0,1,>	=	22
<3,0,2,>	=	21
<3,1,0,>	=	29
<3,2,0,>	=	33
<3,3,0,>	=	30
<3,4,0,>	=	32
<3,5,0,>	=	19
<3,5,1,>	=	18
<3,5,2,>	=	18
<3,6,0,>	=	30
<3,7,0,>	=	32
<3,8,0,>	=	29
<3,9,0,>	=	37
<3,9,1,>	=	29
<4,0,0,>	=	18
<4,1,0,>	=	25
<4,1,1,>	=	17
<4,1,2,>	=	13
<4,2,0,>	=	9
<4,2,1,>	=	8
<4,2,2,>	=	7
<4,3,0,>	=	11
<4,4,0,>	=	12
<4,4,1,>	=	11
<4,5,0,>	=	12
<4,5,1,>	=	10
<4,5,2,>	=	8
<4,6,0,>	=	22
<4,7,0,>	=	13
<4,8,0,>	=	25
<4,8,1,>	=	17
<4,8,2,>	=	11
<4,9,0,>	=	9
<4,9,1,>	=	8

TransferCost=
<Lot,Vendor,SubLot>
<0,0,0,>	=	1
<0,0,1,>	=	2
<0,1,0,>	=	4
<0,2,0,>	=	6
<0,2,1,>	=	12
<0,3,0,>	=	1
<0,3,1,>	=	2
<0,3,2,>	=	3
<0,4,0,>	=	4
<0,4,1,>	=	11
<0,4,2,>	=	17
<0,5,0,>	=	3
<0,6,0,>	=	5
<0,6,1,>	=	13
<0,6,2,>	=	19
<0,7,0,>	=	6
<0,7,1,>	=	12
<0,7,2,>	=	21
<0,8,0,>	=	6
<0,8,1,>	=	16
<0,9,0,>	=	5
<1,0,0,>	=	1
<1,1,0,>	=	5
<1,1,1,>	=	10
<1,2,0,>	=	6
<1,2,1,>	=	16
<1,2,2,>	=	22
<1,3,0,>	=	4
<1,4,0,>	=	2
<1,4,1,>	=	4
<1,4,2,>	=	7
<1,5,0,>	=	4
<1,6,0,>	=	1
<1,6,1,>	=	2
<1,6,2,>	=	3
<1,7,0,>	=	4
<1,8,0,>	=	2
<1,8,1,>	=	5
<1,9,0,>	=	1
<2,0,0,>	=	3
<2,0,1,>	=	8
<2,0,2,>	=	13
<2,1,0,>	=	3
<2,2,0,>	=	4
<2,2,1,>	=	9
<2,2,2,>	=	15
<2,3,0,>	=	1
<2,4,0,>	=	6
<2,5,0,>	=	6
<2,6,0,>	=	1
<2,6,1,>	=	2
<2,6,2,>	=	3
<2,7,0,>	=	6
<2,7,1,>	=	13
<2,7,2,>	=	22
<2,8,0,>	=	2
<2,8,1,>	=	4
<2,8,2,>	=	6
<2,9,0,>	=	1
<2,9,1,>	=	2
<3,0,0,>	=	6
<3,0,1,>	=	16
<3,0,2,>	=	23
<3,1,0,>	=	6
<3,2,0,>	=	6
<3,3,0,>	=	3
<3,4,0,>	=	1
<3,5,0,>	=	4
<3,5,1,>	=	8
<3,5,2,>	=	12
<3,6,0,>	=	6
<3,7,0,>	=	4
<3,8,0,>	=	2
<3,9,0,>	=	4
<3,9,1,>	=	10
<4,0,0,>	=	1
<4,1,0,>	=	1
<4,1,1,>	=	2
<4,1,2,>	=	3
<4,2,0,>	=	4
<4,2,1,>	=	9
<4,2,2,>	=	15
<4,3,0,>	=	3
<4,4,0,>	=	5
<4,4,1,>	=	12
<4,5,0,>	=	5
<4,5,1,>	=	11
<4,5,2,>	=	19
<4,6,0,>	=	6
<4,7,0,>	=	6
<4,8,0,>	=	6
<4,8,1,>	=	13
<4,8,2,>	=	22
<4,9,0,>	=	2
<4,9,1,>	=	5
